ID	Language_ID	Parameter_ID	Form	Segments	BorrowedScore	Essential	Borrowability
37-10-53-1	37	10-530	katina	k a t i n a	0.0	False	0.16049382716
37-10-55-1	37	10-550	chayana	tʃ a j a n a	0.0	False	0.16848673947
37-10-56-1	37	10-560	kayllayana	k a j ʒ a j a n a	0.0	False	0.0729166666667
37-10-57-1	37	10-570	yaykuna	j a j k u n a	0.0	False	0.75
37-10-61-1	37	10-610	apana	a p a n a	0.0	True	0.0808918496363
37-10-612-1	37	10-612	apana	a p a n a	0.0	False	0.112319486539
37-10-613-1	37	10-613	umbrospi markana	u m b ɾ o s p i # m a ɾ k a n a	0.0	False	0.0981225044601
37-10-614-1	37	10-614	umapi apana	u m a p i # a p a n a	0.0	False	0.185709232402
37-10-615-1	37	10-615	subakupi apana	s u b a k u p i # a p a n a	0.0	False	0.0782664253008
37-10-62-1	37	10-620	apamuna	a p a m u n a	0.0	False	0.0180084745763
37-10-63-1	37	10-630	kachana	k a tʃ a n a	0.0	False	0.133177570093
37-10-64-1	37	10-640	ñaupashpa apana	ɲ a u p a ʃ p a # a p a n a	0.0	False	0.157051282051
37-10-65-1	37	10-650	manijana	m a n i x a n a	1.0	False	0.331828442438
37-10-66-1	37	10-660	kaballuna	k a b a ʒ u n a	1.0	False	0.197080291971
37-10-67-1	37	10-670	tangana	t a ŋ g a n a	0.0	False	0.172597864769
37-10-71-1	37	10-710	ñan	ɲ a ŋ	0.0	True	0.311659192825
37-10-72-1	37	10-720	ñan	ɲ a ŋ	0.0	False	0.207468879668
37-10-74-1	37	10-740	chaka	tʃ a k a	0.0	False	0.417159763314
37-10-75-1	37	10-750	karritilla	k a ʐ i t i ʒ a	1.0	False	0.667922020381
37-10-76-1	37	10-760	rwida	ʐ w i d a	1.0	False	0.460843373494
37-10-78-1	37	10-780	yugu	j u g u	1.0	False	0.405405405405
37-10-83-1	37	10-830	kanuwa	k a n u w a	1.0	False	0.535294117647
37-10-831-1	37	10-831	kanuwa	k a n u w a	1.0	False	0.435714285714
37-10-85-1	37	10-850	kawina	k a w i n a	0.0	False	0.455882352941
37-11-11-1	37	11-110	charina	tʃ a ɾ i n a	0.0	False	0.0366524129505
37-11-12-1	37	11-120	charina	tʃ a ɾ i n a	0.0	False	0.256097560976
37-11-13-1	37	11-130	japina	x a p i n a	0.0	True	0.100439773405
37-11-14-1	37	11-140	japina	x a p i n a	0.0	False	0.0295130349238
37-11-15-1	37	11-150	japina	x a p i n a	0.0	False	0.100222717149
37-11-16-1	37	11-160	tarina	t a ɾ i n a	0.0	False	0.159251769464
37-11-17-1	37	11-170	allichina	a ʒ i tʃ i n a	0.0	False	0.148984198646
37-11-18-1	37	11-180	kosa	k o s a	1.0	False	0.227722772277
37-11-21-1	37	11-210	kuna	k u n a	0.0	True	0.0867768595041
37-11-22-1	37	11-220	tigrachina	t i g ɾ a tʃ i n a	0.0	False	0.0882352941176
37-11-24-1	37	11-240	allichina	a ʒ i tʃ i n a	0.0	False	0.24145785877
37-11-25-1	37	11-250	kishpichina	k i ʃ p i tʃ i n a	0.0	False	0.368154158215
37-11-27-1	37	11-270	waglichina	w a g l i tʃ i n a	0.0	False	0.178846153846
37-11-28-1	37	11-280	chugrichina	tʃ u g ɾ i tʃ i n a	0.0	False	0.186842105263
37-11-31-1	37	11-310	maskana	m a s k a n a	0.0	False	0.0836614173228
37-11-32-1	37	11-320	tarina	t a ɾ i n a	0.0	False	0.0859303391384
37-11-33-1	37	11-330	chingana	tʃ i ŋ g a n a	0.0	False	0.0371900826446
37-11-34-1	37	11-340	kacharina	k a tʃ a ɾ i n a	0.0	False	0.119272555503
37-11-43-1	37	11-430	kulki	k u l k i	0.0	False	0.5375
37-11-44-1	37	11-440	kulki	k u l k i	0.0	False	0.533524904215
37-11-51-1	37	11-510	charik	tʃ a ɾ i k	0.0	False	0.284745762712
37-11-52-1	37	11-520	wajcha	w a x tʃ a	0.0	False	0.4461414791
37-11-53-1	37	11-530	wajcha	w a x tʃ a	0.0	False	0.20719844358
37-11-54-1	37	11-540	mitsaj	m i ts a x	0.0	False	0.217391304348
37-11-61-1	37	11-610	mañachina	m a ɲ a tʃ i n a	0.0	False	0.0753424657534
37-11-62-1	37	11-620	mañana	m a ɲ a n a	0.0	False	0.109630266552
37-11-63-1	37	11-630	dibina	d i b i n a	1.0	False	0.186046511628
37-11-64-1	37	11-640	debi	d e b i	1.0	False	0.307531380753
37-11-65-1	37	11-650	pagana	p a g a n a	1.0	False	0.303797468354
37-11-66-1	37	11-660	kwinta	k w i n d a	1.0	False	0.630281690141
37-11-69-1	37	11-690	impwesto	i m b w e s t o	1.0	False	0.590361445783
37-11-77-1	37	11-770	alkilana	a l k i l a n a	1.0	False	0.378472222222
37-11-79-1	37	11-790	ganana	g a n a n a	1.0	False	0.188966116421
37-11-81-1	37	11-810	randina	ʐ a n d i n a	0.0	False	0.15221987315
37-11-82-1	37	11-820	jatuna	x a t u n a	0.0	False	0.172631578947
37-11-83-1	37	11-830	kambyana	k a m b j a n a	1.0	False	0.261904761905
37-11-84-1	37	11-840	nigusyante	n i g u s j a n d e	1.0	False	0.326530612245
37-11-85-1	37	11-850	jatuna pamba	x a t u n a # p a m b a	0.0	False	0.674698795181
37-11-86-1	37	11-860	tyinda	t j i n d a	1.0	False	0.702127659574
37-11-87-1	37	11-870	prisyu	p ɾ i s j u	1.0	False	0.431330472103
37-11-88-1	37	11-880	karu	k a ɾ u	1.0	False	0.297297297297
37-11-89-1	37	11-890	baratu	b a ɾ a t u	1.0	False	0.426877470356
37-11-91-1	37	11-910	repartina	ʐ e p a ɾ t i n a	1.0	False	0.128463476071
37-11-92-1	37	11-920	llashana	ʒ a ʃ a n a	0.0	False	0.388461538462
37-12-01-1	37	12-010	jipa	x i p a	0.0	False	0.0767590618337
37-12-011-1	37	12-011	washa	w a ʃ a	0.0	False	0.0245398773006
37-12-02-1	37	12-020	manya	m a n j a	0.0	False	0.0708502024291
37-12-03-1	37	12-030	uray	u ɾ a j	0.0	False	0.0477748691099
37-12-04-1	37	12-040	ñaupa	ɲ a u p a	0.0	False	0.0951219512195
37-12-041-1	37	12-041	ñaupak	ɲ a u p a k	0.0	False	0.0551020408163
37-12-05-1	37	12-050	uku	u k u	0.0	False	0.0791139240506
37-12-06-1	37	12-060	kanlla	k a n ʒ a	0.0	False	0.050796812749
37-12-07-1	37	12-070	uray	u ɾ a j	0.0	False	0.0344086021505
37-12-08-1	37	12-080	jawa	x a w a	0.0	False	0.0
37-12-11-1	37	12-110	pushtu	p u ʃ t u	1.0	False	0.254817987152
37-12-12-1	37	12-120	churana	tʃ u ɾ a n a	0.0	False	0.0633406318424
37-12-13-1	37	12-130	tiyarina	t i j a ɾ i n a	0.0	True	0.0886075949367
37-12-14-1	37	12-140	sirina	s i ɾ i n a	0.0	False	0.01875
37-12-15-1	37	12-150	shayarina	ʃ a j a ɾ i n a	0.0	True	0.0190920661858
37-12-16-1	37	12-160	sakirina	s a k i ɾ i n a	0.0	False	0.135593220339
37-12-17-1	37	12-170	puchu	p u tʃ u	0.0	False	0.229274611399
37-12-21-1	37	12-210	tandachina	t a n d a tʃ i n a	0.0	False	0.144827586207
37-12-212-1	37	12-212	tandachina	t a n d a tʃ i n a	0.0	False	0.099593495935
37-12-213-1	37	12-213	muntunana	m u n d u n a n a	1.0	False	0.167346938776
37-12-22-1	37	12-220	tandachina	t a n d a tʃ i n a	0.0	False	0.173306772908
37-12-23-1	37	12-230	shicanyachina	ʃ i c a n j a tʃ i n a	0.0	False	0.179767359887
37-12-232-1	37	12-232	partina	p a ɾ t i n a	1.0	False	0.185915492958
37-12-24-1	37	12-240	pascana	p a s c a n a	0.0	False	0.104895104895
37-12-25-1	37	12-250	bichkana	b i tʃ k a n a	0.0	False	0.178095611285
37-12-26-1	37	12-260	killpana	k i ʒ p a n a	0.0	False	0.0912828947368
37-12-27-1	37	12-270	pakana	p a k a n a	0.0	False	0.0717131474104
37-12-31-1	37	12-310	jatun	x a t u ŋ	0.0	False	0.124452782989
37-12-32-1	37	12-320	uchilla	u tʃ i ʒ a	0.0	False	0.104931192661
37-12-33-1	37	12-330	jawa	x a w a	0.0	False	0.255509899141
37-12-34-1	37	12-340	uku	u k u	0.0	False	0.0922982885086
37-12-35-1	37	12-350	tukuri	t u k u ɾ i	0.0	False	0.0969761759316
37-12-352-1	37	12-352	filu	ɸ i l u	1.0	False	0.14693877551
37-12-353-1	37	12-353	manya	m a n j a	0.0	False	0.128514056225
37-12-36-1	37	12-360	manya	m a n j a	0.0	False	0.139556377079
37-12-37-1	37	12-370	chaupi	tʃ a u p i	0.0	False	0.154411764706
37-12-41-1	37	12-410	ali ladu	a l i # l a d u	0.0	False	0.0362903225806
37-12-42-1	37	12-420	lluki ladu	ʒ u k i # l a d u	0.0	False	0.15
37-12-43-1	37	12-430	kailllalla	k a i ʒ a ʒ a	0.0	False	0.117283950617
37-12-44-1	37	12-440	karu	k a ɾ u	0.0	True	0.0559701492537
37-12-45-1	37	12-450	inti llujshina ladu	i n d i # ʒ u x ʃ i n a # l a d u	0.0	False	0.233695652174
37-12-46-1	37	12-460	inti yaikuna ladu	i n d i # j a i k u n a # l a d u	0.0	False	0.244444444444
37-12-47-1	37	12-470	urai	u ɾ a i	0.0	False	0.204819277108
37-12-48-1	37	12-480	bichai	b i tʃ a i	0.0	False	0.255952380952
37-12-53-1	37	12-530	jatunyana	x a t u n j a n a	0.0	False	0.0390070921986
37-12-54-1	37	12-540	midina	m i d i n a	1.0	False	0.196202531646
37-12-541-1	37	12-541	brasa	b ɾ a s a	1.0	False	0.166666666667
37-12-55-1	37	12-550	jatun	x a t u ŋ	0.0	True	0.110869565217
37-12-56-1	37	12-560	uchilla	u tʃ i ʒ a	0.0	True	0.0910470409712
37-12-57-1	37	12-570	suni	s u n i	0.0	True	0.0439783491204
37-12-58-1	37	12-580	jatun	x a t u ŋ	0.0	False	0.0756073376301
37-12-59-1	37	12-590	uchilla	u tʃ i ʒ a	0.0	False	0.0989583333333
37-12-61-1	37	12-610	anchu	a n dʒ u	1.0	True	0.45
37-12-62-1	37	12-620	kichiji	k i tʃ i x i	0.0	False	0.09375
37-12-63-1	37	12-630	raku	ʐ a k u	0.0	True	0.049504950495
37-12-65-1	37	12-650	ñañu	ɲ a ɲ u	0.0	False	0.126315789474
37-12-67-1	37	12-670	jundu	x u n d u	1.0	False	0.148331273177
37-12-68-1	37	12-680	ashalla	a ʃ a ʒ a	0.0	False	0.0967741935484
37-12-71-1	37	12-710	pamballa	p a m b a ʒ a	0.0	False	0.290322580645
37-12-73-1	37	12-730	dirichu	d i ɾ i tʃ u	1.0	False	0.131632653061
37-12-74-1	37	12-740	kingu	k i ŋ g u	0.0	False	0.100684931507
37-12-75-1	37	12-750	charina	tʃ a ɾ i n a	0.0	False	0.219827586207
37-12-76-1	37	12-760	kuchu	k u tʃ u	0.0	False	0.196790540541
37-12-77-1	37	12-770	krus	k ɾ u s	1.0	False	0.5
37-12-78-1	37	12-780	kwadradu	k w a d ɾ a d u	1.0	False	0.450892857143
37-12-81-1	37	12-810	muyundi	m u j u n d i	0.0	True	0.181985294118
37-12-82-1	37	12-820	muyushka	m u j u ʃ k a	0.0	False	0.252742946708
37-12-83-1	37	12-830	muyundin	m u j u n d i ŋ	0.0	False	0.570189274448
37-12-84-1	37	12-840	wachu	w a tʃ u	0.0	False	0.471264367816
37-12-85-1	37	12-850	utuju	u t u x u	0.0	False	0.102459016393
37-12-92-1	37	12-920	chayshina	tʃ a j ʃ i n a	0.0	False	0.174363057325
37-12-93-1	37	12-930	kambyana	k a m b j a n a	1.0	False	0.266540642722
37-13-1	37	130	illak	i ʒ a k	0.0	False	0.724409448819
37-13-01-1	37	13-010	shuk	ʃ u k	0.0	False	0.130208333333
37-13-02-1	37	13-020	ishkay	i ʃ k a j	0.0	False	0.230988593156
37-13-03-1	37	13-030	kimsa	k i m s a	0.0	False	0.219101123596
37-13-04-1	37	13-040	chusku	tʃ u s k u	0.0	False	0.211956521739
37-13-05-1	37	13-050	pishka	p i ʃ k a	0.0	False	0.228260869565
37-13-06-1	37	13-060	sukta	s u k t a	0.0	False	0.255813953488
37-13-07-1	37	13-070	kanchis	k a n dʒ i s	0.0	False	0.289772727273
37-13-08-1	37	13-080	pusak	p u s a k	0.0	False	0.255813953488
37-13-09-1	37	13-090	iskun	i s k u ŋ	0.0	False	0.289772727273
37-13-1-1	37	13-100	chunga	tʃ u ŋ g a	0.0	True	0.275862068966
37-13-101-1	37	13-101	chunga shuk	tʃ u ŋ g a # ʃ u k	0.0	False	0.231707317073
37-13-102-1	37	13-102	chunga ishkay	tʃ u ŋ g a # i ʃ k a j	0.0	False	0.234567901235
37-13-103-1	37	13-103	chunga pishka	tʃ u ŋ g a # p i ʃ k a	0.0	False	0.176829268293
37-13-104-1	37	13-104	ishkay chunga	i ʃ k a j # tʃ u ŋ g a	0.0	False	0.225609756098
37-13-105-1	37	13-105	patsaj	p a ts a x	0.0	False	0.420454545455
37-13-106-1	37	13-106	waranga	w a ɾ a ŋ g a	0.0	False	0.581395348837
37-13-107-1	37	13-107	yupana	j u p a n a	0.0	False	0.22972972973
37-13-14-1	37	13-140	tukuy	t u k u j	0.0	True	0.186956521739
37-13-15-1	37	13-150	achka	a tʃ k a	0.0	True	0.144230769231
37-13-16-1	37	13-160	ashtawan	a ʃ t a w a ŋ	0.0	False	0.229838709677
37-13-17-1	37	13-170	asha	a ʃ a	0.0	False	0.0880626223092
37-13-18-1	37	13-180	achka	a tʃ k a	0.0	False	0.209558823529
37-13-181-1	37	13-181	wakin	w a k i ŋ	0.0	False	0.0989010989011
37-13-19-1	37	13-190	achka jinti	a tʃ k a # x i n d i	0.0	False	0.289383561644
37-13-21-1	37	13-210	junda	x u n d a	0.0	True	0.106382978723
37-13-22-1	37	13-220	chushaj	tʃ u ʃ a x	0.0	False	0.135869565217
37-13-23-1	37	13-230	fiti	ɸ i t i	0.0	False	0.243639921722
37-13-24-1	37	13-240	chaupi	tʃ a u p i	0.0	False	0.157972440945
37-13-33-1	37	13-330	-lla	+ ʒ a	0.0	False	0.171568627451
37-13-34-1	37	13-340	ñaupa	ɲ a u p a	0.0	False	0.123287671233
37-13-35-1	37	13-350	puchukay	p u tʃ u k a j	0.0	False	0.114395886889
37-13-36-1	37	13-360	ishkayniki	i ʃ k a j n i k i	0.0	False	0.0810810810811
37-13-37-1	37	13-370	ishkantin	i ʃ k a n d i ŋ	0.0	False	0.355731225296
37-13-38-1	37	13-380	ishkay kutin	i ʃ k a j # k u t i ŋ	0.0	False	0.110465116279
37-13-42-1	37	13-420	kimsaniki	k i m s a n i k i	0.0	False	0.0845070422535
37-13-44-1	37	13-440	kimsa kutin	k i m s a # k u t i ŋ	0.0	False	0.0897435897436
37-14-11-1	37	14-110	timpu	t i m b u	1.0	False	0.539467341528
37-14-13-1	37	14-130	mushuj	m u ʃ u x	0.0	True	0.0804597701149
37-14-14-1	37	14-140	llullu	ʒ u ʒ u	0.0	False	0.162790697674
37-14-15-1	37	14-150	ruku	ʐ u k u	0.0	True	0.103915662651
37-14-16-1	37	14-160	tutamanda	t u t a m a n d a	0.0	False	0.175
37-14-17-1	37	14-170	jipayashka	x i p a j a ʃ k a	0.0	False	0.130896226415
37-14-18-1	37	14-180	kunan	k u n a ŋ	0.0	False	0.103159851301
37-14-19-1	37	14-190	ñapash	ɲ a p a ʃ	0.0	False	0.23359375
37-14-21-1	37	14-210	utya	u t j a	0.0	False	0.10736677116
37-14-22-1	37	14-220	alimanda	a l i m a n d a	0.0	False	0.0804066543438
37-14-23-1	37	14-230	utkana	u t k a n a	0.0	False	0.189627228525
37-14-24-1	37	14-240	unayana	u n a j a n a	0.0	False	0.166304347826
37-14-25-1	37	14-250	kallarina	k a ʒ a ɾ i n a	0.0	False	0.134168157424
37-14-26-1	37	14-260	tukuri	t u k u ɾ i	0.0	False	0.131934566145
37-14-27-1	37	14-270	tukurina	t u k u ɾ i n a	0.0	False	0.21518607443
37-14-28-1	37	14-280	puchukana	p u tʃ u k a n a	0.0	False	0.141949152542
37-14-29-1	37	14-290	ña	ɲ a	0.0	False	0.317729083665
37-14-31-1	37	14-310	simpri	s i m b ɾ i	1.0	False	0.288461538462
37-14-32-1	37	14-320	kutin kutin	k u t i n # k u t i ŋ	0.0	False	0.148562300319
37-14-33-1	37	14-330	wakinpi	w a k i m b i	0.0	False	0.0576923076923
37-14-331-1	37	14-331	ñapash	ɲ a p a ʃ	0.0	False	0.0568181818182
37-14-332-1	37	14-332	unay	u n a j	0.0	False	0.0825688073394
37-14-34-1	37	14-340	mana pacha	m a n a # p a tʃ a	0.0	False	0.153846153846
37-14-35-1	37	14-350	kutin	k u t i ŋ	0.0	False	0.112561174551
37-14-41-1	37	14-410	puncha	p u n dʒ a	0.0	False	0.13931181486
37-14-42-1	37	14-420	tuta	t u t a	0.0	True	0.0689655172414
37-14-43-1	37	14-430	tutamanda	t u t a m a n d a	0.0	False	0.327272727273
37-14-45-1	37	14-450	chaupi puncha	tʃ a u p i # p u n dʒ a	0.0	False	0.103260869565
37-14-451-1	37	14-451	chishi	tʃ i ʃ i	0.0	False	0.159198113208
37-14-46-1	37	14-460	tuta	t u t a	0.0	False	0.127976190476
37-14-47-1	37	14-470	kunan	k u n a ŋ	0.0	False	0.0477528089888
37-14-48-1	37	14-480	kaya	k a j a	0.0	False	0.0602409638554
37-14-481-1	37	14-481	mincha	m i n dʒ a	0.0	False	0.0126582278481
37-14-49-1	37	14-490	kayna	k a j n a	0.0	True	0.0421686746988
37-14-491-1	37	14-491	kayna chay shuk puncha	k a j n a # tʃ a j # ʃ u k # p u n dʒ a	0.0	False	0.0185185185185
37-14-51-1	37	14-510	uras	u ɾ a s	1.0	False	0.757505773672
37-14-53-1	37	14-530	riluju	ʐ i l u x u	1.0	False	0.743119266055
37-14-61-1	37	14-610	simana	s i m a n a	1.0	False	0.630555555556
37-14-62-1	37	14-620	dumingo	d u m i ŋ g o	1.0	False	0.490625
37-14-63-1	37	14-630	lunis	l u n i s	1.0	False	0.536585365854
37-14-64-1	37	14-640	martis	m a ɾ t i s	1.0	False	0.525
37-14-65-1	37	14-650	mircules	m i ɾ c u l e s	1.0	False	0.542682926829
37-14-66-1	37	14-660	jwibes	x w i b e s	1.0	False	0.60625
37-14-67-1	37	14-670	birnes	b i ɾ n e s	1.0	False	0.573170731707
37-14-68-1	37	14-680	sabadu	s a b a d u	1.0	False	0.660714285714
37-14-71-1	37	14-710	killa	k i ʒ a	0.0	False	0.192196531792
37-14-73-1	37	14-730	wata	w a t a	0.0	False	0.186170212766
37-14-74-1	37	14-740	tamya killa	t a m j a # k i ʒ a	0.0	False	0.0897435897436
37-14-75-1	37	14-750	sisa killa	s i s a # k i ʒ a	0.0	False	0.160447761194
37-14-76-1	37	14-760	wayra killa	w a j ɾ a # k i ʒ a	0.0	False	0.128537735849
37-14-78-1	37	14-780	killa	k i ʒ a	0.0	False	0.380434782609
37-15-21-1	37	15-210	mutijina	m u t i x i n a	0.0	False	0.11408677022
37-15-89-1	37	15-890	sipulla	s i p u ʒ a	0.0	False	0.0752688172043
37-15-212-1	37	15-212	mutijina	m u t i x i n a	0.0	False	0.114606741573
37-15-22-1	37	15-220	mutijina	m u t i x i n a	0.0	False	0.100421718503
37-15-25-1	37	15-250	sumak mutiji	s u m a k # m u t i x i	0.0	False	0.104395604396
37-15-26-1	37	15-260	ashnajuk	a ʃ n a x u k	0.0	False	0.0179282868526
37-15-31-1	37	15-310	gushtana	g u ʃ t a n a	1.0	False	0.238775510204
37-15-35-1	37	15-350	mishki	m i ʃ k i	0.0	True	0.0863095238095
37-15-36-1	37	15-360	kachiyashka	k a tʃ i j a ʃ k a	0.0	False	0.0590277777778
37-15-37-1	37	15-370	jayaj	x a j a x	0.0	True	0.0253164556962
37-15-38-1	37	15-380	jayaj	x a j a x	0.0	False	0.0631868131868
37-15-39-1	37	15-390	kachi yaku	k a tʃ i # j a k u	0.0	False	0.18085106383
37-15-41-1	37	15-410	uyana	u j a n a	0.0	True	0.0469934310258
37-15-42-1	37	15-420	uyana	u j a n a	0.0	False	0.0333509793542
37-15-44-1	37	15-440	bulla	b u ʒ a	1.0	False	0.185069984448
37-15-45-1	37	15-450	sinchi rimay	s i n dʒ i # ɾ i m a j	0.0	False	0.0473684210526
37-15-46-1	37	15-460	upalla	u p a ʒ a	0.0	False	0.163244353183
37-15-51-1	37	15-510	rikuna	ʐ i k u n a	0.0	True	0.0823293172691
37-15-52-1	37	15-520	rikuna	ʐ i k u n a	0.0	False	0.0949152542373
37-15-55-1	37	15-550	rikuchina	ʐ i k u tʃ i n a	0.0	False	0.0612244897959
37-15-56-1	37	15-560	punchashayana	p u n dʒ a ʃ a j a n a	0.0	False	0.101821192053
37-15-57-1	37	15-570	punchalla	p u n dʒ a ʒ a	0.0	False	0.0474433315762
37-15-61-1	37	15-610	kulur	k u l u ɾ	1.0	False	0.595541401274
37-15-62-1	37	15-620	punchalla	p u n dʒ a ʒ a	0.0	False	0.130988023952
37-15-63-1	37	15-630	yanalla	j a n a ʒ a	0.0	False	0.101809954751
37-15-64-1	37	15-640	yuraj	j u ɾ a x	0.0	True	0.158653846154
37-15-65-1	37	15-650	yana	j a n a	0.0	True	0.0487804878049
37-15-66-1	37	15-660	puka	p u k a	0.0	True	0.0735294117647
37-15-67-1	37	15-670	asul	a s u l	1.0	False	0.239889705882
37-15-68-1	37	15-680	birdi	b i ɾ d i	1.0	True	0.167682926829
37-15-69-1	37	15-690	killu	k i ʒ u	0.0	True	0.154069767442
37-15-71-1	37	15-710	takarina	t a k a ɾ i n a	0.0	False	0.103406326034
37-15-712-1	37	15-712	tipsina	t i p s i n a	0.0	False	0.130681818182
37-15-72-1	37	15-720	sintina	s i n d i n a	1.0	False	0.121141975309
37-15-74-1	37	15-740	sinchi	s i n dʒ i	0.0	True	0.0822942643392
37-15-75-1	37	15-750	amuklla	a m u k ʒ a	0.5	False	0.0848585690516
37-15-76-1	37	15-760	shagra	ʃ a g ɾ a	0.0	False	0.149466192171
37-15-77-1	37	15-770	amuklla	a m u k ʒ a	0.5	False	0.174295774648
37-15-78-1	37	15-780	filulla	ɸ i l u ʒ a	1.0	False	0.099609375
37-15-79-1	37	15-790	llambu	ʒ a m b u	0.0	False	0.120253164557
37-15-81-1	37	15-810	llashaj	ʒ a ʃ a x	0.0	True	0.0894039735099
37-15-82-1	37	15-820	fangalla	ɸ a ŋ g a ʒ a	0.0	False	0.0775862068966
37-15-83-1	37	15-830	shutushka	ʃ u t u ʃ k a	0.0	False	0.0975
37-15-84-1	37	15-840	chakishka	tʃ a k i ʃ k a	0.0	True	0.0842696629213
37-15-85-1	37	15-850	kunuk	k u n u k	0.0	False	0.0858938547486
37-15-851-1	37	15-851	kunuklla	k u n u k ʒ a	0.0	False	0.0901287553648
37-15-86-1	37	15-860	chiri	tʃ i ɾ i	0.0	True	0.0994897959184
37-15-87-1	37	15-870	achiklla	a tʃ i k ʒ a	0.0	False	0.13876146789
37-15-88-1	37	15-880	mapa	m a p a	0.0	False	0.133757961783
37-16-11-1	37	16-110	alma	a l m a	1.0	False	0.399671052632
37-16-15-1	37	16-150	mancharishka	m a n dʒ a ɾ i ʃ k a	0.0	False	0.230392156863
37-16-18-1	37	16-180	ali washa	a l i # w a ʃ a	0.0	False	0.440414507772
37-16-19-1	37	16-190	chiki	tʃ i k i	0.0	False	0.225609756098
37-16-23-1	37	16-230	kushilla	k u ʃ i ʒ a	0.0	False	0.181415929204
37-16-25-1	37	16-250	asina	a s i n a	0.0	True	0.0581395348837
37-16-251-1	37	16-251	asirina	a s i ɾ i n a	0.0	False	0.1375
37-16-26-1	37	16-260	pugllana	p u g ʒ a n a	0.0	False	0.0426829268293
37-16-27-1	37	16-270	juyana	x u j a n a	0.0	False	0.153241650295
37-16-29-1	37	16-290	muchana	m u tʃ a n a	0.0	False	0.196132596685
37-16-3-1	37	16-300	ugllana	u g ʒ a n a	0.0	False	0.18045112782
37-16-31-1	37	16-310	nanai	n a n a i	0.0	False	0.12380952381
37-16-32-1	37	16-320	llaki	ʒ a k i	0.0	False	0.337370242215
37-16-33-1	37	16-330	llaki	ʒ a k i	0.0	False	0.145328719723
37-16-34-1	37	16-340	llakirina	ʒ a k i ɾ i n a	0.0	False	0.269033674963
37-16-35-1	37	16-350	llakina	ʒ a k i n a	0.0	False	0.3046875
37-16-37-1	37	16-370	wakana	w a k a n a	0.0	True	0.12915851272
37-16-38-1	37	16-380	biki	b i k i	0.0	False	0.0625
37-16-39-1	37	16-390	wakarina	w a k a ɾ i n a	0.0	False	0.140718562874
37-16-41-1	37	16-410	fiñana	ɸ i ɲ a n a	0.0	False	0.109826589595
37-16-42-1	37	16-420	fiña	ɸ i ɲ a	0.0	False	0.216165413534
37-16-45-1	37	16-450	pingay	p i ŋ g a j	0.0	False	0.116666666667
37-16-48-1	37	16-480	jariyashka	x a ɾ i j a ʃ k a	0.0	False	0.325301204819
37-16-51-1	37	16-510	atribina	a t ɾ i b i n a	1.0	False	0.2421875
37-16-52-1	37	16-520	jari jari	x a ɾ i # x a ɾ i	0.0	False	0.284638554217
37-16-53-1	37	16-530	manchay	m a n dʒ a j	0.0	False	0.120879120879
37-16-54-1	37	16-540	llaki	ʒ a k i	0.0	False	0.358851674641
37-16-62-1	37	16-620	munana	m u n a n a	0.0	False	0.123794212219
37-16-622-1	37	16-622	akllana	a k ʒ a n a	0.0	False	0.143369175627
37-16-65-1	37	16-650	ali shungu	a l i # ʃ u ŋ g u	0.0	False	0.212658227848
37-16-66-1	37	16-660	ali willay	a l i # w i ʒ a j	0.0	False	0.228571428571
37-16-67-1	37	16-670	llullana	ʒ u ʒ a n a	0.0	False	0.0943396226415
37-16-68-1	37	16-680	llullay	ʒ u ʒ a j	0.0	False	0.166666666667
37-16-69-1	37	16-690	kishpichina	k i ʃ p i tʃ i n a	0.0	False	0.342592592593
37-16-71-1	37	16-710	ali	a l i	0.0	True	0.107212475634
37-16-72-1	37	16-720	millay	m i ʒ a j	0.0	False	0.0874558303887
37-16-73-1	37	16-730	ali	a l i	0.0	False	0.265695067265
37-16-74-1	37	16-740	mana ali	m a n a # a l i	0.0	False	0.160642570281
37-16-76-1	37	16-760	jatun jucha	x a t u n # x u tʃ a	0.0	False	0.423398328691
37-16-77-1	37	16-770	pantay	p a n d a j	0.0	False	0.191066997519
37-16-78-1	37	16-780	jucha	x u tʃ a	0.0	False	0.324396782842
37-16-79-1	37	16-790	juyayay	x u j a j a j	0.0	False	0.196428571429
37-16-81-1	37	16-810	sumak	s u m a k	0.0	False	0.217028380634
37-16-82-1	37	16-820	manchanayay	m a n dʒ a n a j a j	0.0	False	0.249087591241
37-16-84-1	37	16-840	ushak	u ʃ a k	0.0	False	0.229440789474
37-17-11-1	37	17-110	yuyay	j u j a j	0.0	False	0.275061124694
37-17-13-1	37	17-130	yuyana	j u j a n a	0.0	False	0.225118483412
37-17-14-1	37	17-140	yuyana	j u j a n a	0.0	False	0.206131078224
37-17-15-1	37	17-150	kriyina	k ɾ i j i n a	1.0	False	0.369897959184
37-17-16-1	37	17-160	intindina	i n d i n d i n a	1.0	False	0.288348371911
37-17-17-1	37	17-170	yachana	j a tʃ a n a	0.0	True	0.0666936135812
37-17-171-1	37	17-171	adibinana	a d i b i n a n a	1.0	False	0.224696356275
37-17-172-1	37	17-172	katina	k a t i n a	0.0	False	0.226744186047
37-17-18-1	37	17-180	rikchana	ʐ i k tʃ a n a	0.0	False	0.103346456693
37-17-19-1	37	17-190	yuyay	j u j a j	0.0	False	0.493307839388
37-17-21-1	37	17-210	yachak	j a tʃ a k	0.0	False	0.220588235294
